Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Salesperson,Payment_Mode,NetSales
O00402,10-02-2024,C0059,Customer 59,Delhi,Delhi,North,P007,Headphones,Accessories,1,3200,8%,Sneha,Cash,2944
O00403,10-07-2025,C0077,Customer 77,Bhubaneswar,Odisha,East,P014,External SSD,Electronics,1,8500,5%,Priya,Net Banking,8075
O00404,24-09-2024,C0189,Customer 189,Ahmedabad,Gujarat,West,P013,Webcam,Electronics,2,4200,2%,Neha,Cash,8232
O00405,01-06-2024,C0250,Customer 250,Ahmedabad,Gujarat,West,P008,Office Chair,Furniture,2,12500,0%,Vikram,Net Banking,25000
O00406,19-10-2025,C0177,Customer 177,Bhubaneswar,Odisha,East,P004,Monitor,Electronics,1,14500,5%,Arjun,Debit Card,13775
O00407,15-02-2025,C0229,Customer 229,Nashik,Maharashtra,West,P015,USB Hub,Accessories,2,1400,15%,Priya,UPI,2380
O00408,14-04-2024,C0143,Customer 143,Lucknow,Uttar Pradesh,North,P007,Headphones,Accessories,2,3200,15%,Vikram,UPI,5440
O00409,13-12-2025,C0210,Customer 210,Nashik,Maharashtra,West,P006,Mouse,Accessories,2,950,15%,Priya,Debit Card,1615
O00410,08-11-2025,C0117,Customer 117,Pune,Maharashtra,West,P013,Webcam,Electronics,3,4200,20%,Neha,UPI,10080
O00411,06-11-2024,C0012,Customer 12,Nashik,Maharashtra,West,P011,Notebook,Office Supplies,2,180,0%,Vikram,Net Banking,360
O00412,05-10-2024,C0127,Customer 127,Bhubaneswar,Odisha,East,P009,Desk,Furniture,3,16000,0%,Vikram,Debit Card,48000
O00413,04-03-2025,C0146,Customer 146,Thane,Maharashtra,West,P003,Tablet,Electronics,1,18000,2%,Neha,Credit Card,17640
O00414,13-07-2024,C0108,Customer 108,Pune,Maharashtra,West,P003,Tablet,Electronics,3,18000,15%,Arjun,UPI,45900
O00415,27-04-2024,C0075,Customer 75,Bengaluru,Karnataka,South,P011,Notebook,Office Supplies,2,180,8%,Arjun,Credit Card,331.2
O00416,14-07-2024,C0156,Customer 156,Ahmedabad,Gujarat,West,P007,Headphones,Accessories,1,3200,10%,Arjun,UPI,2880
O00417,22-02-2025,C0157,Customer 157,Bengaluru,Karnataka,South,P012,Backpack,Accessories,1,2200,0%,Sneha,Credit Card,2200
O00418,26-01-2025,C0113,Customer 113,Surat,Gujarat,West,P005,Keyboard,Accessories,1,1800,2%,Priya,Credit Card,1764
O00419,09-03-2025,C0031,Customer 31,Thane,Maharashtra,West,P001,Laptop,Electronics,2,55000,0%,Rahul,Credit Card,110000
O00420,03-06-2024,C0045,Customer 45,Thane,Maharashtra,West,P010,Printer,Office Supplies,1,11500,15%,Rahul,UPI,9775
O00421,04-05-2024,C0050,Customer 50,Surat,Gujarat,West,P011,Notebook,Office Supplies,2,180,2%,Vikram,Net Banking,352.8
O00422,04-02-2024,C0037,Customer 37,Bengaluru,Karnataka,South,P012,Backpack,Accessories,4,2200,8%,Priya,Credit Card,8096
O00423,06-03-2025,C0029,Customer 29,Kochi,Kerala,South,P011,Notebook,Office Supplies,1,180,0%,Karan,UPI,180
O00424,03-05-2025,C0068,Customer 68,Ahmedabad,Gujarat,West,P005,Keyboard,Accessories,2,1800,5%,Sneha,UPI,3420
O00425,07-07-2025,C0087,Customer 87,Nashik,Maharashtra,West,P003,Tablet,Electronics,3,18000,8%,Neha,UPI,49680
O00426,16-06-2025,C0174,Customer 174,Bhubaneswar,Odisha,East,P012,Backpack,Accessories,5,2200,5%,Rahul,UPI,10450
O00427,27-04-2025,C0191,Customer 191,Jaipur,Rajasthan,North,P013,Webcam,Electronics,1,4200,10%,Priya,Credit Card,3780
O00428,13-04-2024,C0017,Customer 17,Nashik,Maharashtra,West,P012,Backpack,Accessories,1,2200,10%,Rahul,UPI,1980
O00429,31-05-2025,C0085,Customer 85,Jaipur,Rajasthan,North,P012,Backpack,Accessories,2,2200,5%,Rahul,UPI,4180
O00430,23-09-2024,C0091,Customer 91,Ahmedabad,Gujarat,West,P002,Smartphone,Electronics,1,28000,5%,Sneha,UPI,26600
O00431,31-05-2025,C0139,Customer 139,Delhi,Delhi,North,P012,Backpack,Accessories,3,2200,2%,Sneha,UPI,6468
O00432,26-05-2024,C0070,Customer 70,Mumbai,Maharashtra,West,P003,Tablet,Electronics,2,18000,0%,Priya,Net Banking,36000
O00433,11-04-2024,C0183,Customer 183,Bengaluru,Karnataka,South,P004,Monitor,Electronics,2,14500,5%,Arjun,Credit Card,27550
O00434,09-04-2025,C0203,Customer 203,Lucknow,Uttar Pradesh,North,P003,Tablet,Electronics,3,18000,20%,Neha,Credit Card,43200
O00435,30-12-2024,C0175,Customer 175,Bhubaneswar,Odisha,East,P015,USB Hub,Accessories,2,1400,20%,Karan,Net Banking,2240
O00436,26-05-2024,C0081,Customer 81,Mumbai,Maharashtra,West,P001,Laptop,Electronics,1,55000,2%,Vikram,Credit Card,53900
O00437,20-12-2025,C0238,Customer 238,Kochi,Kerala,South,P015,USB Hub,Accessories,2,1400,15%,Sneha,Debit Card,2380
O00438,15-11-2024,C0054,Customer 54,Bengaluru,Karnataka,South,P010,Printer,Office Supplies,1,11500,5%,Neha,UPI,10925
O00439,26-02-2024,C0035,Customer 35,Jaipur,Rajasthan,North,P014,External SSD,Electronics,3,8500,20%,Neha,Debit Card,20400
O00440,25-06-2025,C0113,Customer 113,Jaipur,Rajasthan,North,P007,Headphones,Accessories,1,3200,10%,Amit,Debit Card,2880
O00441,09-10-2025,C0143,Customer 143,Ahmedabad,Gujarat,West,P013,Webcam,Electronics,2,4200,8%,Arjun,Net Banking,7728
O00442,13-04-2024,C0035,Customer 35,Pune,Maharashtra,West,P015,USB Hub,Accessories,1,1400,8%,Sneha,Credit Card,1288
O00443,15-03-2024,C0158,Customer 158,Bhubaneswar,Odisha,East,P006,Mouse,Accessories,1,950,0%,Priya,Credit Card,950
O00444,26-07-2025,C0224,Customer 224,Pune,Maharashtra,West,P013,Webcam,Electronics,1,4200,10%,Neha,UPI,3780
O00445,14-01-2025,C0119,Customer 119,Pune,Maharashtra,West,P010,Printer,Office Supplies,2,11500,0%,Neha,Debit Card,23000
O00446,22-05-2025,C0184,Customer 184,Bhubaneswar,Odisha,East,P015,USB Hub,Accessories,3,1400,5%,Arjun,Net Banking,3990
O00447,21-09-2025,C0126,Customer 126,Delhi,Delhi,North,P011,Notebook,Office Supplies,1,180,5%,Amit,Credit Card,171
O00448,16-06-2025,C0158,Customer 158,Ahmedabad,Gujarat,West,P013,Webcam,Electronics,1,4200,5%,Amit,UPI,3990
O00449,27-06-2025,C0081,Customer 81,Delhi,Delhi,North,P007,Headphones,Accessories,1,3200,8%,Karan,Credit Card,2944
O00450,26-06-2024,C0148,Customer 148,Pune,Maharashtra,West,P014,External SSD,Electronics,2,8500,10%,Karan,UPI,15300
O00451,23-07-2024,C0030,Customer 30,Bhubaneswar,Odisha,East,P004,Monitor,Electronics,4,14500,8%,Priya,Credit Card,53360
O00452,19-12-2024,C0206,Customer 206,Pune,Maharashtra,West,P002,Smartphone,Electronics,2,28000,2%,Amit,UPI,54880
O00453,02-06-2024,C0223,Customer 223,Mumbai,Maharashtra,West,P010,Printer,Office Supplies,2,11500,8%,Amit,UPI,21160
O00454,24-01-2025,C0050,Customer 50,Jaipur,Rajasthan,North,P009,Desk,Furniture,1,16000,10%,Vikram,Net Banking,14400
O00455,20-10-2025,C0121,Customer 121,Mumbai,Maharashtra,West,P011,Notebook,Office Supplies,2,180,10%,Priya,Debit Card,324
O00456,23-03-2024,C0143,Customer 143,Nashik,Maharashtra,West,P013,Webcam,Electronics,4,4200,5%,Priya,Debit Card,15960
O00457,05-08-2024,C0145,Customer 145,Bengaluru,Karnataka,South,P007,Headphones,Accessories,2,3200,15%,Amit,Debit Card,5440
O00458,25-12-2025,C0138,Customer 138,Bhubaneswar,Odisha,East,P007,Headphones,Accessories,2,3200,8%,Amit,UPI,5888
O00459,06-03-2025,C0011,Customer 11,Mumbai,Maharashtra,West,P004,Monitor,Electronics,5,14500,2%,Priya,Debit Card,71050
O00460,10-04-2024,C0140,Customer 140,Ahmedabad,Gujarat,West,P010,Printer,Office Supplies,2,11500,5%,Karan,Credit Card,21850
O00461,14-08-2024,C0047,Customer 47,Pune,Maharashtra,West,P014,External SSD,Electronics,1,8500,0%,Amit,UPI,8500
O00462,31-01-2024,C0229,Customer 229,Kochi,Kerala,South,P004,Monitor,Electronics,2,14500,5%,Sneha,Credit Card,27550
O00463,09-04-2024,C0184,Customer 184,Surat,Gujarat,West,P001,Laptop,Electronics,2,55000,8%,Neha,Credit Card,101200
O00464,30-09-2024,C0008,Customer 8,Delhi,Delhi,North,P004,Monitor,Electronics,2,14500,20%,Priya,Credit Card,23200
O00465,05-03-2024,C0232,Customer 232,Surat,Gujarat,West,P006,Mouse,Accessories,4,950,2%,Rahul,Debit Card,3724
O00466,11-10-2025,C0049,Customer 49,Surat,Gujarat,West,P006,Mouse,Accessories,2,950,0%,Neha,UPI,1900
O00467,01-02-2025,C0165,Customer 165,Surat,Gujarat,West,P008,Office Chair,Furniture,1,12500,5%,Arjun,UPI,11875
O00468,19-06-2025,C0012,Customer 12,Surat,Gujarat,West,P004,Monitor,Electronics,2,14500,15%,Neha,Credit Card,24650
O00469,28-04-2024,C0230,Customer 230,Mumbai,Maharashtra,West,P004,Monitor,Electronics,3,14500,10%,Karan,UPI,39150
O00470,23-11-2025,C0204,Customer 204,Chennai,Tamil Nadu,South,P006,Mouse,Accessories,1,950,5%,Amit,UPI,902.5
O00471,26-10-2025,C0134,Customer 134,Delhi,Delhi,North,P005,Keyboard,Accessories,3,1800,5%,Priya,Debit Card,5130
O00472,28-04-2025,C0012,Customer 12,Chennai,Tamil Nadu,South,P005,Keyboard,Accessories,2,1800,15%,Rahul,UPI,3060
O00473,29-12-2025,C0075,Customer 75,Jaipur,Rajasthan,North,P001,Laptop,Electronics,1,55000,2%,Rahul,UPI,53900
O00474,05-06-2024,C0195,Customer 195,Kochi,Kerala,South,P009,Desk,Furniture,1,16000,5%,Arjun,UPI,15200
O00475,24-08-2025,C0172,Customer 172,Bengaluru,Karnataka,South,P004,Monitor,Electronics,6,14500,2%,Karan,Cash,85260
O00476,23-06-2025,C0178,Customer 178,Chennai,Tamil Nadu,South,P015,USB Hub,Accessories,3,1400,2%,Neha,UPI,4116
O00477,25-01-2024,C0106,Customer 106,Lucknow,Uttar Pradesh,North,P010,Printer,Office Supplies,3,11500,8%,Rahul,Cash,31740
O00478,15-02-2025,C0200,Customer 200,Jaipur,Rajasthan,North,P004,Monitor,Electronics,2,14500,10%,Arjun,Net Banking,26100
O00479,22-07-2025,C0216,Customer 216,Surat,Gujarat,West,P012,Backpack,Accessories,4,2200,8%,Neha,Debit Card,8096
O00480,26-12-2024,C0114,Customer 114,Ahmedabad,Gujarat,West,P004,Monitor,Electronics,1,14500,0%,Neha,UPI,14500
O00481,01-05-2024,C0226,Customer 226,Bhubaneswar,Odisha,East,P013,Webcam,Electronics,2,4200,0%,Sneha,Net Banking,8400
O00482,14-12-2025,C0190,Customer 190,Pune,Maharashtra,West,P014,External SSD,Electronics,1,8500,5%,Rahul,UPI,8075
O00483,07-05-2025,C0093,Customer 93,Jaipur,Rajasthan,North,P012,Backpack,Accessories,1,2200,10%,Karan,Cash,1980
O00484,29-10-2025,C0050,Customer 50,Chennai,Tamil Nadu,South,P015,USB Hub,Accessories,2,1400,0%,Priya,Cash,2800
O00485,30-03-2024,C0048,Customer 48,Jaipur,Rajasthan,North,P011,Notebook,Office Supplies,2,180,2%,Vikram,Credit Card,352.8
O00486,02-06-2024,C0019,Customer 19,Delhi,Delhi,North,P007,Headphones,Accessories,1,3200,10%,Vikram,Net Banking,2880
O00487,01-09-2024,C0098,Customer 98,Mumbai,Maharashtra,West,P011,Notebook,Office Supplies,5,180,20%,Karan,UPI,720
O00488,09-05-2025,C0008,Customer 8,Kolkata,West Bengal,East,P004,Monitor,Electronics,1,14500,5%,Amit,UPI,13775
O00489,02-04-2024,C0088,Customer 88,Pune,Maharashtra,West,P006,Mouse,Accessories,2,950,0%,Neha,Debit Card,1900
O00490,11-09-2024,C0220,Customer 220,Hyderabad,Telangana,South,P010,Printer,Office Supplies,2,11500,2%,Priya,UPI,22540
O00491,04-09-2025,C0055,Customer 55,Jaipur,Rajasthan,North,P011,Notebook,Office Supplies,1,180,5%,Priya,Debit Card,171
O00492,13-03-2025,C0010,Customer 10,Thane,Maharashtra,West,P009,Desk,Furniture,1,16000,15%,Rahul,Credit Card,13600
O00493,07-02-2025,C0089,Customer 89,Kochi,Kerala,South,P007,Headphones,Accessories,2,3200,15%,Amit,Credit Card,5440
O00494,30-09-2024,C0090,Customer 90,Kolkata,West Bengal,East,P001,Laptop,Electronics,6,55000,5%,Vikram,Credit Card,313500
O00495,27-02-2024,C0068,Customer 68,Mumbai,Maharashtra,West,P002,Smartphone,Electronics,4,28000,20%,Arjun,Credit Card,89600
O00496,11-07-2024,C0203,Customer 203,Lucknow,Uttar Pradesh,North,P009,Desk,Furniture,1,16000,10%,Vikram,UPI,14400
O00497,22-10-2025,C0068,Customer 68,Ahmedabad,Gujarat,West,P011,Notebook,Office Supplies,2,180,10%,Rahul,UPI,324
O00498,22-11-2024,C0199,Customer 199,Bhubaneswar,Odisha,East,P007,Headphones,Accessories,3,3200,5%,Sneha,Debit Card,9120
O00499,19-09-2025,C0106,Customer 106,Thane,Maharashtra,West,P015,USB Hub,Accessories,1,1400,2%,Karan,UPI,1372
O00500,08-05-2025,C0103,Customer 103,Kolkata,West Bengal,East,P012,Backpack,Accessories,1,2200,0%,Arjun,Net Banking,2200
O00501,06-10-2024,C0129,Customer 129,Nashik,Maharashtra,West,P015,USB Hub,Accessories,3,1400,0%,Priya,Debit Card,4200
O00502,04-01-2024,C0024,Customer 24,Jaipur,Rajasthan,North,P010,Printer,Office Supplies,1,11500,15%,Arjun,UPI,9775
O00503,03-08-2025,C0116,Customer 116,Delhi,Delhi,North,P013,Webcam,Electronics,1,4200,5%,Amit,UPI,3990
O00504,21-11-2024,C0249,Customer 249,Hyderabad,Telangana,South,P006,Mouse,Accessories,1,950,20%,Arjun,UPI,760
O00505,29-05-2025,C0085,Customer 85,Kochi,Kerala,South,P004,Monitor,Electronics,4,14500,0%,Priya,Cash,58000
O00506,23-02-2025,C0038,Customer 38,Nashik,Maharashtra,West,P015,USB Hub,Accessories,2,1400,10%,Arjun,Debit Card,2520
O00507,20-06-2025,C0030,Customer 30,Kolkata,West Bengal,East,P005,Keyboard,Accessories,1,1800,2%,Amit,Credit Card,1764
O00508,04-07-2025,C0123,Customer 123,Bhubaneswar,Odisha,East,P006,Mouse,Accessories,1,950,10%,Sneha,Credit Card,855
O00509,20-07-2024,C0241,Customer 241,Chennai,Tamil Nadu,South,P007,Headphones,Accessories,1,3200,2%,Sneha,Credit Card,3136
O00510,19-05-2025,C0139,Customer 139,Bengaluru,Karnataka,South,P006,Mouse,Accessories,1,950,15%,Arjun,Debit Card,807.5
O00511,09-07-2024,C0149,Customer 149,Ahmedabad,Gujarat,West,P006,Mouse,Accessories,2,950,5%,Amit,Credit Card,1805
O00512,05-04-2024,C0194,Customer 194,Jaipur,Rajasthan,North,P015,USB Hub,Accessories,1,1400,10%,Arjun,Debit Card,1260
O00513,08-11-2024,C0167,Customer 167,Kochi,Kerala,South,P014,External SSD,Electronics,1,8500,10%,Vikram,UPI,7650
O00514,03-11-2024,C0070,Customer 70,Surat,Gujarat,West,P004,Monitor,Electronics,1,14500,0%,Amit,Debit Card,14500
O00515,10-07-2024,C0175,Customer 175,Kochi,Kerala,South,P007,Headphones,Accessories,2,3200,5%,Arjun,Credit Card,6080
O00516,03-01-2025,C0096,Customer 96,Thane,Maharashtra,West,P002,Smartphone,Electronics,1,28000,10%,Karan,Debit Card,25200
O00517,01-12-2025,C0033,Customer 33,Kolkata,West Bengal,East,P002,Smartphone,Electronics,1,28000,5%,Vikram,Net Banking,26600
O00518,16-06-2024,C0121,Customer 121,Mumbai,Maharashtra,West,P001,Laptop,Electronics,1,55000,5%,Rahul,Credit Card,52250
O00519,27-04-2025,C0232,Customer 232,Kochi,Kerala,South,P014,External SSD,Electronics,5,8500,2%,Rahul,Net Banking,41650
O00520,03-03-2025,C0148,Customer 148,Bhubaneswar,Odisha,East,P004,Monitor,Electronics,1,14500,15%,Rahul,Credit Card,12325
O00521,09-01-2025,C0072,Customer 72,Delhi,Delhi,North,P014,External SSD,Electronics,2,8500,10%,Rahul,Debit Card,15300
O00522,22-04-2024,C0244,Customer 244,Jaipur,Rajasthan,North,P012,Backpack,Accessories,1,2200,5%,Vikram,Credit Card,2090
O00523,31-05-2025,C0145,Customer 145,Surat,Gujarat,West,P001,Laptop,Electronics,2,55000,5%,Sneha,UPI,104500
O00524,03-05-2025,C0033,Customer 33,Kolkata,West Bengal,East,P002,Smartphone,Electronics,2,28000,5%,Neha,UPI,53200
O00525,20-05-2024,C0167,Customer 167,Thane,Maharashtra,West,P001,Laptop,Electronics,3,55000,10%,Arjun,UPI,148500
O00526,07-02-2025,C0147,Customer 147,Surat,Gujarat,West,P013,Webcam,Electronics,1,4200,2%,Neha,Net Banking,4116
O00527,30-10-2025,C0136,Customer 136,Bengaluru,Karnataka,South,P014,External SSD,Electronics,5,8500,0%,Neha,UPI,42500
O00528,22-03-2024,C0062,Customer 62,Lucknow,Uttar Pradesh,North,P005,Keyboard,Accessories,2,1800,5%,Rahul,Credit Card,3420
O00529,07-04-2024,C0071,Customer 71,Chennai,Tamil Nadu,South,P003,Tablet,Electronics,2,18000,2%,Priya,Credit Card,35280
O00530,14-03-2025,C0166,Customer 166,Surat,Gujarat,West,P010,Printer,Office Supplies,1,11500,0%,Sneha,UPI,11500
O00531,17-04-2024,C0041,Customer 41,Surat,Gujarat,West,P004,Monitor,Electronics,2,14500,0%,Neha,UPI,29000
O00532,13-05-2024,C0034,Customer 34,Surat,Gujarat,West,P003,Tablet,Electronics,1,18000,8%,Amit,Debit Card,16560
O00533,09-04-2024,C0070,Customer 70,Lucknow,Uttar Pradesh,North,P011,Notebook,Office Supplies,1,180,0%,Priya,Net Banking,180
O00534,19-03-2024,C0154,Customer 154,Lucknow,Uttar Pradesh,North,P010,Printer,Office Supplies,1,11500,15%,Vikram,UPI,9775
O00535,17-02-2025,C0022,Customer 22,Thane,Maharashtra,West,P002,Smartphone,Electronics,2,28000,5%,Amit,Credit Card,53200
O00536,12-06-2024,C0007,Customer 7,Mumbai,Maharashtra,West,P009,Desk,Furniture,4,16000,2%,Amit,Net Banking,62720
O00537,18-10-2025,C0106,Customer 106,Surat,Gujarat,West,P006,Mouse,Accessories,2,950,10%,Neha,UPI,1710
O00538,01-01-2025,C0085,Customer 85,Bhubaneswar,Odisha,East,P009,Desk,Furniture,1,16000,5%,Amit,Credit Card,15200
O00539,12-02-2024,C0147,Customer 147,Jaipur,Rajasthan,North,P012,Backpack,Accessories,2,2200,2%,Priya,UPI,4312
O00540,30-05-2024,C0039,Customer 39,Mumbai,Maharashtra,West,P005,Keyboard,Accessories,1,1800,15%,Karan,UPI,1530
O00541,25-10-2024,C0249,Customer 249,Kolkata,West Bengal,East,P005,Keyboard,Accessories,1,1800,0%,Vikram,Credit Card,1800
O00542,26-11-2024,C0062,Customer 62,Bengaluru,Karnataka,South,P001,Laptop,Electronics,2,55000,5%,Arjun,Net Banking,104500
O00543,12-06-2024,C0038,Customer 38,Bhubaneswar,Odisha,East,P003,Tablet,Electronics,4,18000,5%,Sneha,Credit Card,68400
O00544,25-08-2025,C0102,Customer 102,Mumbai,Maharashtra,West,P007,Headphones,Accessories,2,3200,0%,Neha,Credit Card,6400
O00545,21-10-2024,C0134,Customer 134,Chennai,Tamil Nadu,South,P009,Desk,Furniture,1,16000,5%,Sneha,Net Banking,15200
O00546,20-03-2025,C0082,Customer 82,Jaipur,Rajasthan,North,P011,Notebook,Office Supplies,4,180,8%,Sneha,Credit Card,662.4
O00547,10-09-2025,C0164,Customer 164,Pune,Maharashtra,West,P012,Backpack,Accessories,4,2200,0%,Neha,Credit Card,8800
O00548,23-07-2024,C0139,Customer 139,Bengaluru,Karnataka,South,P009,Desk,Furniture,1,16000,5%,Vikram,Credit Card,15200
O00549,25-07-2024,C0088,Customer 88,Thane,Maharashtra,West,P012,Backpack,Accessories,1,2200,8%,Sneha,Debit Card,2024
O00550,06-12-2024,C0129,Customer 129,Surat,Gujarat,West,P006,Mouse,Accessories,1,950,0%,Neha,Net Banking,950
O00551,12-09-2025,C0242,Customer 242,Delhi,Delhi,North,P003,Tablet,Electronics,3,18000,5%,Priya,UPI,51300
O00552,09-10-2024,C0196,Customer 196,Hyderabad,Telangana,South,P012,Backpack,Accessories,2,2200,5%,Vikram,Debit Card,4180
O00553,01-06-2024,C0122,Customer 122,Thane,Maharashtra,West,P008,Office Chair,Furniture,3,12500,2%,Arjun,Cash,36750
O00554,25-06-2024,C0036,Customer 36,Kolkata,West Bengal,East,P010,Printer,Office Supplies,2,11500,15%,Amit,UPI,19550
O00555,18-04-2024,C0061,Customer 61,Lucknow,Uttar Pradesh,North,P006,Mouse,Accessories,2,950,0%,Sneha,Debit Card,1900
O00556,15-04-2025,C0087,Customer 87,Mumbai,Maharashtra,West,P012,Backpack,Accessories,2,2200,5%,Arjun,Debit Card,4180
O00557,21-08-2025,C0029,Customer 29,Bhubaneswar,Odisha,East,P005,Keyboard,Accessories,1,1800,8%,Arjun,Credit Card,1656
O00558,07-09-2025,C0045,Customer 45,Mumbai,Maharashtra,West,P007,Headphones,Accessories,3,3200,5%,Priya,Credit Card,9120
O00559,17-02-2025,C0150,Customer 150,Surat,Gujarat,West,P001,Laptop,Electronics,1,55000,0%,Neha,Net Banking,55000
O00560,24-04-2024,C0122,Customer 122,Bengaluru,Karnataka,South,P015,USB Hub,Accessories,1,1400,5%,Priya,UPI,1330
O00561,06-05-2024,C0167,Customer 167,Delhi,Delhi,North,P015,USB Hub,Accessories,1,1400,2%,Priya,Credit Card,1372
O00562,23-06-2024,C0107,Customer 107,Kochi,Kerala,South,P009,Desk,Furniture,2,16000,15%,Rahul,Debit Card,27200
O00563,19-12-2024,C0175,Customer 175,Bengaluru,Karnataka,South,P001,Laptop,Electronics,1,55000,15%,Neha,UPI,46750
O00564,01-09-2024,C0239,Customer 239,Kochi,Kerala,South,P001,Laptop,Electronics,1,55000,5%,Karan,Cash,52250
O00565,20-11-2024,C0017,Customer 17,Delhi,Delhi,North,P013,Webcam,Electronics,2,4200,8%,Neha,Credit Card,7728
O00566,27-07-2025,C0053,Customer 53,Mumbai,Maharashtra,West,P001,Laptop,Electronics,3,55000,0%,Vikram,Credit Card,165000
O00567,19-02-2025,C0029,Customer 29,Ahmedabad,Gujarat,West,P011,Notebook,Office Supplies,2,180,15%,Sneha,Debit Card,306
O00568,02-04-2024,C0120,Customer 120,Jaipur,Rajasthan,North,P001,Laptop,Electronics,3,55000,10%,Rahul,UPI,148500
O00569,18-12-2025,C0118,Customer 118,Lucknow,Uttar Pradesh,North,P007,Headphones,Accessories,2,3200,10%,Amit,Net Banking,5760
O00570,25-06-2025,C0131,Customer 131,Chennai,Tamil Nadu,South,P005,Keyboard,Accessories,2,1800,0%,Karan,UPI,3600
O00571,01-06-2025,C0224,Customer 224,Jaipur,Rajasthan,North,P006,Mouse,Accessories,1,950,5%,Priya,Net Banking,902.5
O00572,15-11-2025,C0116,Customer 116,Lucknow,Uttar Pradesh,North,P001,Laptop,Electronics,2,55000,5%,Sneha,Credit Card,104500
O00573,18-11-2024,C0192,Customer 192,Kochi,Kerala,South,P011,Notebook,Office Supplies,1,180,5%,Karan,Debit Card,171
O00574,21-05-2025,C0183,Customer 183,Kolkata,West Bengal,East,P004,Monitor,Electronics,1,14500,0%,Arjun,Debit Card,14500
O00575,02-03-2024,C0091,Customer 91,Kolkata,West Bengal,East,P011,Notebook,Office Supplies,3,180,5%,Arjun,Net Banking,513
O00576,17-02-2024,C0061,Customer 61,Jaipur,Rajasthan,North,P015,USB Hub,Accessories,1,1400,10%,Neha,Credit Card,1260
O00577,24-04-2025,C0112,Customer 112,Kochi,Kerala,South,P014,External SSD,Electronics,2,8500,0%,Vikram,UPI,17000
O00578,05-08-2025,C0044,Customer 44,Kochi,Kerala,South,P011,Notebook,Office Supplies,2,180,5%,Sneha,Debit Card,342
O00579,29-07-2025,C0145,Customer 145,Delhi,Delhi,North,P015,USB Hub,Accessories,3,1400,10%,Vikram,Debit Card,3780
O00580,20-03-2025,C0170,Customer 170,Hyderabad,Telangana,South,P010,Printer,Office Supplies,2,11500,2%,Karan,Credit Card,22540
O00581,20-01-2025,C0057,Customer 57,Jaipur,Rajasthan,North,P013,Webcam,Electronics,1,4200,15%,Priya,Debit Card,3570
O00582,28-05-2025,C0080,Customer 80,Mumbai,Maharashtra,West,P010,Printer,Office Supplies,1,11500,5%,Arjun,Debit Card,10925
O00583,19-05-2025,C0224,Customer 224,Mumbai,Maharashtra,West,P014,External SSD,Electronics,1,8500,15%,Sneha,UPI,7225
O00584,12-01-2025,C0222,Customer 222,Kochi,Kerala,South,P012,Backpack,Accessories,1,2200,8%,Arjun,UPI,2024
O00585,25-07-2024,C0231,Customer 231,Ahmedabad,Gujarat,West,P015,USB Hub,Accessories,3,1400,10%,Sneha,Debit Card,3780
O00586,22-07-2024,C0250,Customer 250,Ahmedabad,Gujarat,West,P004,Monitor,Electronics,1,14500,2%,Vikram,UPI,14210
O00587,30-08-2025,C0070,Customer 70,Kochi,Kerala,South,P005,Keyboard,Accessories,1,1800,5%,Karan,Net Banking,1710
O00588,25-02-2024,C0176,Customer 176,Surat,Gujarat,West,P009,Desk,Furniture,1,16000,5%,Arjun,Net Banking,15200
O00589,14-09-2024,C0104,Customer 104,Kochi,Kerala,South,P006,Mouse,Accessories,2,950,10%,Vikram,UPI,1710
O00590,13-10-2025,C0176,Customer 176,Chennai,Tamil Nadu,South,P004,Monitor,Electronics,1,14500,10%,Karan,Debit Card,13050
O00591,05-11-2025,C0195,Customer 195,Kochi,Kerala,South,P011,Notebook,Office Supplies,2,180,2%,Vikram,UPI,352.8
O00592,13-05-2025,C0244,Customer 244,Chennai,Tamil Nadu,South,P011,Notebook,Office Supplies,1,180,0%,Priya,Debit Card,180
O00593,18-02-2025,C0035,Customer 35,Surat,Gujarat,West,P006,Mouse,Accessories,2,950,8%,Karan,UPI,1748
O00594,17-03-2025,C0183,Customer 183,Bhubaneswar,Odisha,East,P011,Notebook,Office Supplies,2,180,8%,Vikram,Credit Card,331.2
O00595,26-07-2025,C0083,Customer 83,Lucknow,Uttar Pradesh,North,P004,Monitor,Electronics,2,14500,10%,Neha,Debit Card,26100
O00596,17-02-2024,C0171,Customer 171,Lucknow,Uttar Pradesh,North,P004,Monitor,Electronics,2,14500,15%,Sneha,Credit Card,24650
O00597,10-11-2024,C0028,Customer 28,Ahmedabad,Gujarat,West,P015,USB Hub,Accessories,2,1400,5%,Neha,Debit Card,2660
O00598,08-11-2025,C0113,Customer 113,Bengaluru,Karnataka,South,P004,Monitor,Electronics,2,14500,0%,Rahul,Net Banking,29000
O00599,22-12-2025,C0155,Customer 155,Delhi,Delhi,North,P006,Mouse,Accessories,1,950,15%,Priya,Credit Card,807.5
O00600,30-06-2024,C0169,Customer 169,Chennai,Tamil Nadu,South,P015,USB Hub,Accessories,1,1400,0%,Karan,Net Banking,1400
O00601,09-02-2025,C0193,Customer 193,Bhubaneswar,Odisha,East,P008,Office Chair,Furniture,2,12500,8%,Vikram,Net Banking,23000
